repo_id,repo_name,org_id,org_login,repo_language,repo_license
10270250,facebook/react,69631,facebook,JavaScript,MIT License
2126244,twbs/bootstrap,2918581,twbs,JavaScript,MIT License
126577260,trekhleb/javascript-algorithms,0,,JavaScript,MIT License
6498492,airbnb/javascript,698437,airbnb,JavaScript,MIT License
36633370,awesome-selfhosted/awesome-selfhosted,24270415,awesome-selfhosted,JavaScript,Other
29028775,facebook/react-native,69631,facebook,JavaScript,Other
112507086,30-seconds/30-seconds-of-code,43479428,30-seconds,JavaScript,Creative Commons Zero v1.0 Universal
943149,d3/d3,1562726,d3,JavaScript,ISC License
63537249,facebook/create-react-app,69631,facebook,JavaScript,MIT License
70107786,vercel/next.js,14985020,vercel,JavaScript,MIT License
23088740,axios/axios,32372333,axios,JavaScript,MIT License
27193779,nodejs/node,9950313,nodejs,JavaScript,Other
576201,mrdoob/three.js,0,,JavaScript,MIT License
103633984,goldbergyoni/nodebestpractices,0,,JavaScript,Creative Commons Attribution Share Alike 4.0 International
23083156,mui/material-ui,33663932,mui,JavaScript,MIT License
74791366,ryanmcdermott/clean-code-javascript,0,,JavaScript,MIT License
3470471,FortAwesome/Font-Awesome,1505683,FortAwesome,JavaScript,Other
14747598,typicode/json-server,0,,JavaScript,MIT License
106017343,tailwindlabs/tailwindcss,67109815,tailwindlabs,JavaScript,MIT License
1861458,hakimel/reveal.js,0,,JavaScript,MIT License
311525798,microsoft/Web-Dev-For-Beginners,6154722,microsoft,JavaScript,MIT License
3678731,webpack/webpack,2105791,webpack,JavaScript,MIT License
157616880,iptv-org/iptv,55937028,iptv-org,JavaScript,The Unlicense
460078,angular/angular.js,139426,angular,JavaScript,MIT License
237159,expressjs/express,5658226,expressjs,JavaScript,MIT License
8843683,chartjs/Chart.js,10342521,chartjs,JavaScript,MIT License
3228505,atom/atom,1089146,atom,JavaScript,MIT License
1334369,resume/resume.github.com,602612,resume,JavaScript,
4311796,adam-p/markdown-here,0,,JavaScript,MIT License
167174,jquery/jquery,70142,jquery,JavaScript,MIT License
63539055,jaywcjlove/awesome-mac,0,,JavaScript,Creative Commons Zero v1.0 Universal
3955647,lodash/lodash,2565403,lodash,JavaScript,Other
36040894,gatsbyjs/gatsby,12551863,gatsbyjs,JavaScript,MIT License
486550,h5bp/html5-boilerplate,1136800,h5bp,JavaScript,MIT License
147350463,leonardomso/33-js-concepts,0,,JavaScript,MIT License
26066727,mermaid-js/mermaid,57169982,mermaid-js,JavaScript,MIT License
43441403,strapi/strapi,19872173,strapi,JavaScript,Other
9309093,Semantic-Org/Semantic-UI,5796209,Semantic-Org,JavaScript,MIT License
127407957,azl397985856/leetcode,0,,JavaScript,Other
278335273,anuraghazra/github-readme-stats,0,,JavaScript,MIT License
138839979,scutan90/DeepLearning-500-questions,0,,JavaScript,GNU General Public License v3.0
1424470,moment/moment,4129662,moment,JavaScript,MIT License
46629305,NARKOZ/hacker-scripts,0,,JavaScript,
75104123,prettier/prettier,25822731,prettier,JavaScript,MIT License
34302698,serverless/serverless,13742415,serverless,JavaScript,MIT License
19872456,ReactTraining/react-router,11823761,ReactTraining,JavaScript,MIT License
53809090,juliangarnier/anime,0,,JavaScript,MIT License
3214406,meteor/meteor,789528,meteor,JavaScript,Other
31629751,cypress-io/cypress,8908513,cypress-io,JavaScript,MIT License
9852918,TryGhost/Ghost,2178663,TryGhost,JavaScript,MIT License
15428480,ColorlibHQ/AdminLTE,39128121,ColorlibHQ,JavaScript,MIT License
99598595,parcel-bundler/parcel,32607881,parcel-bundler,JavaScript,MIT License
71995937,nuxt/nuxt.js,23360933,nuxt,JavaScript,Other
128907699,iamkun/dayjs,0,,JavaScript,MIT License
58836534,algorithm-visualizer/algorithm-visualizer,38487505,algorithm-visualizer,JavaScript,MIT License
16752620,gogs/gogs,6656686,gogs,JavaScript,MIT License
1663468,mozilla/pdf.js,131524,mozilla,JavaScript,Apache License 2.0
49970642,yarnpkg/yarn,22247014,yarnpkg,JavaScript,Other
3100121,nwjs/nw.js,10180421,nwjs,JavaScript,MIT License
23974149,Dogfalo/materialize,0,,JavaScript,MIT License
67186968,chinese-poetry/chinese-poetry,30764933,chinese-poetry,JavaScript,MIT License
10187082,Unitech/pm2,0,,JavaScript,Other
140687430,dcloudio/uni-app,5485517,dcloudio,JavaScript,Apache License 2.0
110446844,marktext/marktext,36623013,marktext,JavaScript,MIT License
3065454,impress/impress.js,5477410,impress,JavaScript,MIT License
931135,Leaflet/Leaflet,2854298,Leaflet,JavaScript,Other
5923215,hexojs/hexo,6375567,hexojs,JavaScript,MIT License
117372806,yangshun/front-end-interview-handbook,0,,JavaScript,MIT License
162279822,agalwood/Motrix,0,,JavaScript,MIT License
667006,videojs/video.js,3287189,videojs,JavaScript,Other
667561,Marak/faker.js,0,,JavaScript,Other
85031442,poteto/hiring-without-whiteboards,0,,JavaScript,MIT License
5239185,quilljs/quill,7089101,quilljs,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License"
12972263,alvarotrigo/fullPage.js,0,,JavaScript,GNU General Public License v3.0
