name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
masscan,4.992856979370117,0.38931600514316633,0.22341926989823313,0.3859356317722626,0.3270976768099276,1.0101274472345796,8.285721953560427e-13
stb,24.706554412841797,0.6464572706396061,0.5821393235163608,1.5022724725743626,0.6362587111524738,0.5116158459541688,6.650165671274832e-13
barrier,26.406831741333008,0.7153642965185016,1.468289885469253,1.3532333471614604,0.614453592766924,0.14084407309615204,5.840987187093749e-07
jq,31.51717185974121,1.2856196121352048,2.2911990776135576,2.2117844987785467,1.7984050441966855,0.12142799184877662,0.00528144823845765
tmux,42.0928955078125,1.0778246684718114,0.8811749108605574,2.670152641975701,1.836676768084424,0.0011092098242738266,9.8116141001769e-06
Ventoy,43.70695114135742,1.136670628854887,2.034472777992018,2.2374488318753567,0.8474051947948523,2.2055145032067293e-11,0.5640263395901521
darknet,43.77674102783203,0.803194869619627,1.8017885169638217,1.938071462311448,0.26173561407501933,0.01436257468907272,1.6180058773842517e-05
scrcpy,55.823736190795906,1.172983850674818,2.007867363504242,1.699808358344705,1.177034939644479,0.8257551910694404,0.15445340081122408
lede,60.32896041870117,1.770746689874199,1.9050433472876707,2.1801965198647335,1.8359482326306376,1.6385825842756288e-05,2.932528963762111
libuv,69.27360534667969,1.8580366663261334,1.4726130149898664,2.2303585084985764,2.165820462831187,1.8541802342617018,1.5672111110493352
openssl,71.67068481445312,2.5107942877816884,3.127127350470178,3.224164576615542,2.6286299674130196,3.5201886133155935,0.053860931094110255
curl,71.91082000732422,3.397245936088372,4.656160748505297,3.6528297693070737,4.627999879677433,3.779563567606092,0.2696757153459624
redis,82.50190734863281,2.633458893437855,3.243126512327933,3.925123208382263,2.929089189131691,1.685555136464778,1.384400420882608
mpv,89.91842269897461,3.697738162449636,3.0802369002129546,3.8806059656065495,3.983731469114532,4.00299441629722,3.5411220610169227
obs-studio,92.59222030639648,3.9891828026087914,4.807924426110588,5.136290900925164,3.811497469998747,3.1660335699315905,3.024167646077867
netdata,93.74422073364258,3.270736103955482,4.026919012538187,3.567922347974512,2.926510778720053,2.380074507094669,3.452253873449988
php-src,99.10762786865234,3.9924745981113157,4.874372841505804,4.7004162933018305,4.1737173644438945,3.1707666210574508,3.043099870247597
