name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
swift-algorithm-club,3.066987991333008,0.07112756001271267,0.11522012601484077,0.12149117003028435,0.11892599062594994,2.7463318431767444e-07,2.3875930398181115e-07
open-source-mac-os-apps,6.712779998779298,0.4474659684335345,0.9929575331690478,0.10794932390125299,0.9415278593462189,0.07228916271441874,0.12260596303673393
clashX,7.482471466064452,0.08343105256142222,0.02250023214326983,1.713588749051926e-09,0.1925147791874137,0.2020686539674903,7.159579534855199e-05
awesome-ios,15.67680358886719,0.2714510281899182,0.2559657111990992,0.055460621172092765,0.7337876896222189,0.3119772961002535,6.382285592690367e-05
RxSwift,20.300312042236328,0.769400637733854,1.6815388092525387,1.3627627988307098,0.2862322713287917,0.4678241371929197,0.048645172064310516
Kingfisher,25.387945175170902,0.6581578090448462,0.9694827359285211,1.3223369515173835,0.6241800974797139,0.0010490885851212163,0.3737401717134916
awesome-swift,26.242713928222656,0.3888390470918617,0.33118840456189813,0.30215329784699096,0.935373184727077,0.003055754728777071,0.37242459359456537
MonitorControl,27.225437164306644,0.83210802150388,0.5153292032118825,2.4723844090092735,0.6292316316774237,1.0300120808031742e-09,0.543594862590808
Alamofire,29.489955902099606,0.7718238636354399,1.162776718850686,2.3924033411380528,0.2223201949459151,0.008453935672838952,0.07316512756970686
open-source-ios-apps,31.842117309570312,0.9403936847500433,0.7906680293475536,0.30006338403984867,1.7521947905001312,0.20163016525266028,1.657412054610022
Charts,44.9960994720459,1.9488535344967743,3.344431930172368,3.535804436620332,2.0190777633070076,0.2908148266426414,0.5541387157415238
Rectangle,47.656049728393555,2.3547631143441192,3.7940550996532694,1.3708786655994214,2.856898073750009,1.1079183920942666,2.6440653406236283
vapor,68.09581756591797,1.6783152496017224,3.7039366177881723,0.8075468438261855,2.0298338127545064,0.6608795274778193,1.1893794461619276
iina,74.92837905883789,2.2139064307869853,2.971659224591454,2.5552100394223416,2.045201421490316,1.9875274852419542,1.5099339831888619
lottie-ios,91.4155387878418,2.294436114543216,2.9347663786457727,1.543773379496034,2.947639344065739,1.3598951413705216,2.6861063291380143
