name,score,average_slope,IssueComment,openIssue,openPR,ReviewComment,mergePR
30-seconds-of-code,-2.5979137420654297,0.0005069596655206388,4.228381711762581e-08,4.676871508454712e-08,0.0008227950723842615,0.001334677414390129,0.00037723678829660137
You-Dont-Need-jQuery,-0.07781982421875,0.15666270764368329,4.1958313316311564e-11,0.40291902329757806,0.03579718716131269,3.906463653587622e-11,0.3445973276785027
project-guidelines,0.43972015380859375,0.05925181149377149,3.637052367133312e-11,0.0,0.00023612133834449332,6.045125796984576e-07,0.2960223315815627
RxAndroid,0.6440830230712891,0.07743430005748067,0.38650608978437256,0.0006654105013368436,5.820100758325172e-13,5.561898910448855e-13,5.557082774585903e-13
ML-For-Beginners,1.1028289794921875,0.0687046284159068,0.12340394626417787,1.0347820304831624e-05,0.21654402019670124,9.658791483796437e-07,0.0035638619192016447
Modernizr,1.331472396850586,0.8100491013485949,0.40235507292946976,1.3014345678713095,1.1596335687269321,0.1681975954666771,1.0186247017485854
bitcoinbook,1.5254592895507812,0.10475540056803416,0.18746069601183435,0.17574109758431508,0.15856732793465136,1.1661265120097302e-15,0.002007881309368759
mostly-adequate-guide,1.7591667175292969,0.12415344259880082,0.4684979751562834,0.1521524308371473,0.00011680699447624585,8.781187433861797e-17,6.0970343703063e-12
snowpack,2.0734214782714844,0.03959464654808022,0.0493349957897007,0.03630748037754569,0.11233075646716797,6.586690480552397e-12,9.940000870746994e-11
swift-algorithm-club,3.066987991333008,0.07112756001271267,0.11522012601484077,0.12149117003028435,0.11892599062594994,2.7463318431767444e-07,2.3875930398181115e-07
og-aws,4.4829559326171875,0.6205215363656889,1.238734179275483,0.11598940704180198,0.19838944006811787,0.16405417791379717,1.3854404775292442
architecture-components-samples,4.852762222290039,0.17859815293946477,0.7081026462765979,0.07094001371068678,0.03245167864226183,0.08149582656210864,5.995056686899873e-07
localForage,5.044107437133789,0.15924067937461556,0.6624104364524834,0.1337700437447142,2.2112138120449093e-05,8.045300642624583e-07,7.695515960933138e-12
DeepSpeech,5.37440299987793,0.20447314269526334,0.3131953736501192,0.41304584650180953,0.29612449326098284,2.5926392917682506e-15,6.340228631895279e-11
awesome-interview-questions,5.976591110229492,0.23146755060677876,0.22320527003698576,0.17321865509382434,0.7609138246847857,2.51930362269685e-12,3.2157785373464045e-09
C-Plus-Plus,6.476774215698241,1.9466566494030033,1.9434751530611103,1.8967997285674958,2.028097155675885,1.3636264274607397,2.501284782249786
feather,6.9637298583984375,0.35157785081570986,1.3086031565039595,0.4169086938330016,0.03233244926126517,9.658465964887325e-14,4.4954480226485494e-05
immutable-js,8.000078201293945,0.16907393685418887,0.2901300843814313,0.5306443728502298,0.0014382888621378592,0.0155862731138045,0.007570665063340977
servo,8.196039199829102,0.7286697450777835,0.8704947113367885,1.1694178399054107,0.8275830124358442,0.21894907994529586,0.556904081765578
angular.js,8.61703872680664,0.9174396489584165,0.6663718175824718,1.3374132728999764,0.6348711674710722,1.4921387507597226,0.45640323607884026
cascadia-code,8.780803680419922,0.2404874848901994,0.18526507165909872,1.0145951658882923,0.002354206056716485,1.3259095606347622e-09,0.0002229795209798377
tesseract.js,10.473651885986328,2.1349027966226353,3.8190783418537784,1.2328496900413868,3.0217180877804704,0.0,2.600867863437541
chalk,10.8319091796875,0.7001402410154132,1.0181044255011615,0.3667062595823682,0.90364293450798,0.7168236143000106,0.49542397118554554
python-fire,11.81218147277832,0.3191511518426129,1.2131652828558548,0.18057365112748527,0.2019504737507562,3.865956003519179e-07,6.59648833676185e-05
kit,12.108697891235352,0.1998970564738567,0.4872259355364166,0.046792341374555,0.27956519812181124,0.0021500177801858666,0.18375178955631483
chinese-poetry,12.44074821472168,0.3578205849484251,1.2231260097480008,0.32772471826817795,0.21243960556010796,1.8227532847865692e-08,0.025812572938305973
nuxt.js,12.626495361328125,0.5604119563647638,0.8915612945155696,0.8061016613607532,1.0198923472711097,0.002503571316776769,0.08200090735960955
gold-miner,12.948808670043945,0.4751469767222785,0.459378218469795,0.8983964786525093,0.33571054326937383,0.34601099216320386,0.3362386510565102
docz,13.432741165161133,0.3789994499606561,1.7332833506059253,0.030676524785451194,0.025946807900077466,1.7506059808814082e-06,0.10508881590584557
public-apis,13.71699333190918,0.43439977872505303,0.2121251077405311,1.107125458706509,0.8527325779300686,3.513924306850754e-06,1.223532385025178e-05
shadowsocks-windows,13.990440368652344,0.21007454025310204,0.3406124802529156,0.6592027026291004,0.05055544713422149,2.0369825865689227e-06,3.4266686237819e-08
spleeter,14.074897766113281,0.7120076091346537,1.0443225147859512,0.8686407298162162,1.5092265161831377,1.20642192933378e-18,0.13784828488796297
fetch,14.081954956054688,0.2817038810512591,0.2983552361669826,0.6368436475025279,0.4733205176382457,1.4513251832806855e-14,3.948524953416206e-09
free-programming-books,14.403228759765623,2.032017324346988,2.0293473091590806,2.0657023605741043,1.8534854050832774,2.1692676612592208,2.0422838856592582
postcss,14.579992294311522,0.8111592720782259,0.8674394468667759,0.5133105909533293,0.8168128656811243,0.959220207156161,0.8990132497337394
ipfs,14.589996337890627,0.45313582716488365,0.3254768525932222,1.8519588851488529,0.019113137456052958,0.01975029503072269,0.04937996559556748
impress.js,14.693260192871094,0.5028838791164321,0.9791598137537837,0.1854478635242255,0.026851794956086354,0.8178127067711687,0.5051472165768959
YouCompleteMe,14.770374298095703,1.3212097924432271,1.3979495546487062,2.757150333994962,0.9962623422801006,1.4073465845221506e-07,1.4546865905577078
styleguide,14.788036346435545,0.5092358244255442,1.6511638266937647,0.05574708575462374,0.7010927197027034,1.8082643019806794e-06,0.13817368171232716
xi-editor,15.314159393310547,0.10453895822364342,0.2594337454118991,0.020369632781497206,0.14039045725337002,8.613771433680409e-12,0.10250095566283698
polymer,15.538558959960938,0.052268349238825416,0.2424611241017152,2.0287639927115025e-05,0.0008837202661579807,8.174228959321654e-08,0.01797653244403721
realworld,15.564603805541994,0.565025362473346,0.9482466143923015,0.2207728026672012,1.3617976161892984,0.003123550565318288,0.29118622855261095
the-swift-programming-language-in-chinese,15.678825378417969,0.1699242673785573,0.1549604186957929,0.1822760671146724,0.2927981016442349,0.10617336252204482,0.11341338691604139
hub,16.22049331665039,0.466300781205437,0.9339472599602724,1.1025202191175623,0.29136726304902916,0.0035208979789439145,0.00014826592137669398
enzyme,16.34026527404785,0.6925910734519323,1.5427971326482999,0.9775508537621296,0.06468515953253813,0.8779221531536867,6.81630072888353e-08
Web-Dev-For-Beginners,16.99721336364746,0.8764959440036699,1.7428705283524546,0.001599879410796639,1.899766582028649,0.5270236841195803,0.21121904610686904
remote-jobs,17.03709602355957,1.7680591629021776,1.6999222077212366,1.4994153913889117,2.0466028916469616,1.5237428825786403,2.070612441175137
autoprefixer,17.3968505859375,0.6548121085367056,1.3698534567189704,0.4980268043522634,0.20609877348719563,0.1273740027695221,1.0727075053555766
react-redux,17.531766891479492,0.8833718595436169,1.5975039656944143,0.9780969384988768,0.7905251399587904,0.7756746005397351,0.275058653026268
nsq,17.65939712524414,0.8231442605231676,1.4845534175998198,0.9668664683373224,0.7652221142648057,0.11317000824601288,0.7859092941678771
Signal-Android,17.779645919799805,0.6062914015808942,1.5497067382051803,0.7923522973948637,0.6558674709872174,0.03353050131720986,3.054529061459795e-18
gulp,18.06629180908203,0.29267725435025094,1.3151382543763577,0.11009536870327573,0.038152648670967106,5.366977363061329e-13,1.1740294890725137e-13
