repo_id,repo_name,org_id,org_login,repo_language,repo_license
28457823,freeCodeCamp/freeCodeCamp,9892522,freeCodeCamp,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License"
31792824,flutter/flutter,14101776,flutter,Dart,"BSD 3-Clause ""New"" or ""Revised"" License"
596892,pallets/flask,16748505,pallets,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
156018,redis/redis,1529926,redis,C,"BSD 3-Clause ""New"" or ""Revised"" License"
3544424,httpie/httpie,24454777,httpie,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
843222,scikit-learn/scikit-learn,365630,scikit-learn,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
5271882,astaxie/build-web-application-with-golang,0,,Go,"BSD 3-Clause ""New"" or ""Revised"" License"
138547797,FiloSottile/mkcert,0,,Go,"BSD 3-Clause ""New"" or ""Revised"" License"
858127,pandas-dev/pandas,21206976,pandas-dev,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
5239185,quilljs/quill,7089101,quilljs,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License"
23405758,google/leveldb,1342004,google,C++,"BSD 3-Clause ""New"" or ""Revised"" License"
1200050,ariya/phantomjs,0,,C++,"BSD 3-Clause ""New"" or ""Revised"" License"
39840932,google/googletest,1342004,google,C++,"BSD 3-Clause ""New"" or ""Revised"" License"
180190854,appwrite/appwrite,25003669,appwrite,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License"
24586308,cfenollosa/os-tutorial,0,,C,"BSD 3-Clause ""New"" or ""Revised"" License"
908607,numpy/numpy,288276,numpy,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
1213225,highlightjs/highlight.js,9039821,highlightjs,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License"
3431083,BradLarson/GPUImage,0,,Objective-C,"BSD 3-Clause ""New"" or ""Revised"" License"
66424871,pytorch/examples,21003710,pytorch,Python,"BSD 3-Clause ""New"" or ""Revised"" License"
